x, a priori error bound, running error bound, forward error
    9.93860E-01,     1.00768E-27,     9.72124E-28,     3.04386E-28
    9.93870E-01,     9.99818E-28,     9.62499E-28,     6.79371E-28
    9.93880E-01,     9.92007E-28,     9.55071E-28,     7.04263E-28
    9.93890E-01,     9.84246E-28,     9.46949E-28,     6.69466E-28
    9.93900E-01,     9.76535E-28,     9.39200E-28,     4.45594E-28
    9.93910E-01,     9.68876E-28,     9.33284E-28,     6.31237E-28
    9.93920E-01,     9.61266E-28,     9.25169E-28,     1.68654E-28
    9.93930E-01,     9.53706E-28,     9.17867E-28,     2.95598E-28
    9.93940E-01,     9.46196E-28,     9.09799E-28,     7.59197E-28
    9.93950E-01,     9.38735E-28,     9.01098E-28,     7.33178E-28
    9.93960E-01,     9.31324E-28,     8.95225E-28,     3.95864E-28
    9.93970E-01,     9.23961E-28,     8.88259E-28,     7.47837E-28
    9.93980E-01,     9.16647E-28,     8.79380E-28,     5.39993E-28
    9.93990E-01,     9.09382E-28,     8.72825E-28,     4.64256E-29
    9.94000E-01,     9.02164E-28,     8.65838E-28,     7.19956E-28
    9.94010E-01,     8.94995E-28,     8.58182E-28,     7.79306E-28
    9.94020E-01,     8.87873E-28,     8.51146E-28,     2.05354E-29
    9.94030E-01,     8.80799E-28,     8.44091E-28,     1.58765E-28
    9.94040E-01,     8.73772E-28,     8.36402E-28,     7.24769E-29
    9.94050E-01,     8.66793E-28,     8.30669E-28,     1.88852E-28
    9.94060E-01,     8.59859E-28,     8.23488E-28,     3.42821E-28
    9.94070E-01,     8.52973E-28,     8.16066E-28,     7.83486E-28
    9.94080E-01,     8.46133E-28,     8.10325E-28,     3.40226E-28
    9.94090E-01,     8.39338E-28,     8.01857E-28,     2.90657E-28
    9.94100E-01,     8.32590E-28,     7.97157E-28,     4.00577E-28
    9.94110E-01,     8.25887E-28,     7.88897E-28,     1.92074E-28
    9.94120E-01,     8.19230E-28,     7.83716E-28,     3.81160E-28
    9.94130E-01,     8.12618E-28,     7.76275E-28,     2.27830E-28
    9.94140E-01,     8.06050E-28,     7.69502E-28,     2.67122E-28
    9.94150E-01,     7.99528E-28,     7.63778E-28,     2.19131E-28
    9.94160E-01,     7.93050E-28,     7.55591E-28,     6.59172E-29
    9.94170E-01,     7.86616E-28,     7.50259E-28,     1.37056E-28
    9.94180E-01,     7.80226E-28,     7.44196E-28,     3.23122E-28
    9.94190E-01,     7.73879E-28,     7.36730E-28,     1.22680E-28
    9.94200E-01,     7.67577E-28,     7.31941E-28,     3.13020E-29
    9.94210E-01,     7.61318E-28,     7.26010E-28,     3.00576E-28
    9.94220E-01,     7.55101E-28,     7.17705E-28,     1.29160E-28
    9.94230E-01,     7.48928E-28,     7.13425E-28,     2.16566E-28
    9.94240E-01,     7.42797E-28,     7.06111E-28,     2.43747E-28
    9.94250E-01,     7.36709E-28,     7.01005E-28,     2.26151E-29
    9.94260E-01,     7.30663E-28,     6.94197E-28,     3.12094E-28
    9.94270E-01,     7.24659E-28,     6.86587E-28,     1.39999E-28
    9.94280E-01,     7.18697E-28,     6.82727E-28,     1.78267E-28
    9.94290E-01,     7.12776E-28,     6.77305E-28,     2.46233E-28
    9.94300E-01,     7.06897E-28,     6.69938E-28,     2.26028E-28
    9.94310E-01,     7.01058E-28,     6.65240E-28,     3.09641E-28
    9.94320E-01,     6.95261E-28,     6.58000E-28,     1.31647E-28
    9.94330E-01,     6.89504E-28,     6.51668E-28,     1.98304E-28
    9.94340E-01,     6.83788E-28,     6.46989E-28,     3.22047E-28
    9.94350E-01,     6.78112E-28,     6.40318E-28,     1.40534E-28
    9.94360E-01,     6.72476E-28,     6.34771E-28,     2.50645E-28
    9.94370E-01,     6.66880E-28,     6.29917E-28,     1.35669E-28
    9.94380E-01,     6.61324E-28,     6.23296E-28,     3.79846E-28
    9.94390E-01,     6.55807E-28,     6.18776E-28,     3.05986E-28
    9.94400E-01,     6.50329E-28,     6.12658E-28,     3.46475E-29
    9.94410E-01,     6.44890E-28,     6.07568E-28,     4.12914E-29
    9.94420E-01,     6.39490E-28,     6.03676E-28,     1.30623E-28
    9.94430E-01,     6.34129E-28,     5.97452E-28,     1.50700E-28
    9.94440E-01,     6.28806E-28,     5.92789E-28,     9.48122E-29
    9.94450E-01,     6.23521E-28,     5.88611E-28,     2.18534E-28
    9.94460E-01,     6.18274E-28,     5.80281E-28,     7.72122E-29
    9.94470E-01,     6.13065E-28,     5.76757E-28,     4.93364E-29
    9.94480E-01,     6.07893E-28,     5.71664E-28,     2.62528E-28
    9.94490E-01,     6.02759E-28,     5.66113E-28,     3.92436E-28
    9.94500E-01,     5.97662E-28,     5.60984E-28,     2.60025E-28
    9.94510E-01,     5.92601E-28,     5.55206E-28,     5.81386E-29
    9.94520E-01,     5.87578E-28,     5.51380E-28,     2.29731E-28
    9.94530E-01,     5.82591E-28,     5.46756E-28,     2.04911E-28
    9.94540E-01,     5.77640E-28,     5.39660E-28,     9.04483E-30
    9.94550E-01,     5.72726E-28,     5.37129E-28,     1.56787E-28
    9.94560E-01,     5.67847E-28,     5.31255E-28,     3.65601E-28
    9.94570E-01,     5.63005E-28,     5.25525E-28,     1.45675E-28
    9.94580E-01,     5.58198E-28,     5.22115E-28,     1.78996E-28
    9.94590E-01,     5.53426E-28,     5.15774E-28,     2.60951E-28
    9.94600E-01,     5.48689E-28,     5.11795E-28,     1.52657E-28
    9.94610E-01,     5.43987E-28,     5.08383E-28,     2.09444E-29
    9.94620E-01,     5.39320E-28,     5.01318E-28,     1.31089E-30
    9.94630E-01,     5.34688E-28,     4.98311E-28,     1.97180E-28
    9.94640E-01,     5.30090E-28,     4.92976E-28,     2.83492E-29
    9.94650E-01,     5.25526E-28,     4.89158E-28,     2.22287E-29
    9.94660E-01,     5.20996E-28,     4.84485E-28,     2.97899E-28
    9.94670E-01,     5.16500E-28,     4.79842E-28,     2.21284E-29
    9.94680E-01,     5.12038E-28,     4.76485E-28,     1.93106E-28
    9.94690E-01,     5.07609E-28,     4.70739E-28,     1.77419E-28
    9.94700E-01,     5.03213E-28,     4.66024E-28,     3.03882E-28
    9.94710E-01,     4.98851E-28,     4.62071E-28,     2.57214E-28
    9.94720E-01,     4.94521E-28,     4.57973E-28,     1.10795E-30
    9.94730E-01,     4.90224E-28,     4.53705E-28,     7.78073E-30
    9.94740E-01,     4.85959E-28,     4.49510E-28,     3.79059E-28
    9.94750E-01,     4.81727E-28,     4.44916E-28,     3.92194E-29
    9.94760E-01,     4.77527E-28,     4.41433E-28,     3.59229E-28
    9.94770E-01,     4.73359E-28,     4.37534E-28,     3.01098E-28
    9.94780E-01,     4.69222E-28,     4.31482E-28,     3.88320E-28
    9.94790E-01,     4.65118E-28,     4.27493E-28,     9.32974E-29
    9.94800E-01,     4.61044E-28,     4.25531E-28,     5.05690E-29
    9.94810E-01,     4.57002E-28,     4.21105E-28,     3.85906E-28
    9.94820E-01,     4.52991E-28,     4.17651E-28,     9.11370E-29
    9.94830E-01,     4.49011E-28,     4.11655E-28,     1.74823E-28
    9.94840E-01,     4.45061E-28,     4.07783E-28,     2.30229E-28
    9.94850E-01,     4.41142E-28,     4.04011E-28,     1.09588E-28
    9.94860E-01,     4.37253E-28,     3.99634E-28,     2.13755E-30
    9.94870E-01,     4.33394E-28,     3.96795E-28,     1.57114E-28
    9.94880E-01,     4.29566E-28,     3.92700E-28,     1.74698E-28
    9.94890E-01,     4.25767E-28,     3.89043E-28,     1.64337E-28
    9.94900E-01,     4.21998E-28,     3.85658E-28,     5.45098E-30
    9.94910E-01,     4.18258E-28,     3.81259E-28,     1.09893E-29
    9.94920E-01,     4.14547E-28,     3.77666E-28,     1.33487E-28
    9.94930E-01,     4.10866E-28,     3.73511E-28,     8.78817E-29
    9.94940E-01,     4.07214E-28,     3.68640E-28,     1.27494E-29
    9.94950E-01,     4.03590E-28,     3.66100E-28,     1.05349E-28
    9.94960E-01,     3.99995E-28,     3.62423E-28,     1.57747E-28
    9.94970E-01,     3.96428E-28,     3.59398E-28,     7.88229E-29
    9.94980E-01,     3.92890E-28,     3.57673E-28,     1.42428E-28
    9.94990E-01,     3.89380E-28,     3.52082E-28,     3.53657E-29
    9.95000E-01,     3.85897E-28,     3.49687E-28,     1.06227E-28
    9.95010E-01,     3.82443E-28,     3.45225E-28,     4.49155E-29
    9.95020E-01,     3.79016E-28,     3.41354E-28,     8.43370E-29
    9.95030E-01,     3.75616E-28,     3.39281E-28,     1.79070E-28
    9.95040E-01,     3.72244E-28,     3.35352E-28,     3.37015E-29
    9.95050E-01,     3.68898E-28,     3.32077E-28,     1.95656E-28
    9.95060E-01,     3.65580E-28,     3.28537E-28,     9.23469E-29
    9.95070E-01,     3.62288E-28,     3.25722E-28,     1.82205E-28
    9.95080E-01,     3.59023E-28,     3.22888E-28,     1.40631E-28
    9.95090E-01,     3.55785E-28,     3.19090E-28,     1.73050E-28
    9.95100E-01,     3.52573E-28,     3.15708E-28,     8.51302E-29
    9.95110E-01,     3.49387E-28,     3.12077E-28,     9.95618E-29
    9.95120E-01,     3.46227E-28,     3.08817E-28,     1.32015E-28
    9.95130E-01,     3.43092E-28,     3.06299E-28,     4.55990E-29
    9.95140E-01,     3.39984E-28,     3.02991E-28,     2.12679E-29
    9.95150E-01,     3.36900E-28,     3.00627E-28,     2.45535E-30
    9.95160E-01,     3.33842E-28,     2.96010E-28,     8.14534E-29
    9.95170E-01,     3.30810E-28,     2.94580E-28,     6.09135E-29
    9.95180E-01,     3.27802E-28,     2.89746E-28,     5.61205E-29
    9.95190E-01,     3.24819E-28,     2.88927E-28,     1.11121E-28
    9.95200E-01,     3.21861E-28,     2.84714E-28,     1.17119E-28
    9.95210E-01,     3.18928E-28,     2.83097E-28,     1.19592E-28
    9.95220E-01,     3.16019E-28,     2.79089E-28,     1.68030E-28
    9.95230E-01,     3.13134E-28,     2.75895E-28,     5.81404E-29
    9.95240E-01,     3.10273E-28,     2.73489E-28,     1.27426E-28
    9.95250E-01,     3.07436E-28,     2.70974E-28,     7.59799E-29
    9.95260E-01,     3.04623E-28,     2.67365E-28,     1.24751E-28
    9.95270E-01,     3.01834E-28,     2.65721E-28,     1.63951E-28
    9.95280E-01,     2.99068E-28,     2.61363E-28,     8.89519E-29
    9.95290E-01,     2.96325E-28,     2.58678E-28,     7.86679E-29
    9.95300E-01,     2.93606E-28,     2.57563E-28,     1.86864E-28
    9.95310E-01,     2.90910E-28,     2.54288E-28,     1.37460E-28
    9.95320E-01,     2.88236E-28,     2.51395E-28,     1.54936E-28
    9.95330E-01,     2.85586E-28,     2.48595E-28,     1.84088E-28
    9.95340E-01,     2.82958E-28,     2.46385E-28,     4.07473E-29
    9.95350E-01,     2.80352E-28,     2.44457E-28,     3.86623E-29
    9.95360E-01,     2.77769E-28,     2.41952E-28,     1.15256E-29
    9.95370E-01,     2.75208E-28,     2.37668E-28,     6.37200E-29
    9.95380E-01,     2.72669E-28,     2.36262E-28,     1.63258E-28
    9.95390E-01,     2.70152E-28,     2.32428E-28,     5.43387E-29
    9.95400E-01,     2.67656E-28,     2.29532E-28,     8.95073E-29
    9.95410E-01,     2.65183E-28,     2.27925E-28,     5.09857E-29
    9.95420E-01,     2.62730E-28,     2.24559E-28,     7.65467E-29
    9.95430E-01,     2.60299E-28,     2.23638E-28,     2.57969E-29
    9.95440E-01,     2.57890E-28,     2.20411E-28,     1.93935E-28
    9.95450E-01,     2.55501E-28,     2.17437E-28,     2.86862E-29
    9.95460E-01,     2.53133E-28,     2.16394E-28,     1.29516E-28
    9.95470E-01,     2.50786E-28,     2.13021E-28,     3.26595E-29
    9.95480E-01,     2.48460E-28,     2.10690E-28,     1.06386E-28
    9.95490E-01,     2.46154E-28,     2.09057E-28,     1.17353E-29
    9.95500E-01,     2.43869E-28,     2.06716E-28,     3.41700E-29
    9.95510E-01,     2.41603E-28,     2.05079E-28,     4.92204E-29
    9.95520E-01,     2.39358E-28,     2.03391E-28,     9.82336E-29
    9.95530E-01,     2.37133E-28,     2.01123E-28,     1.27320E-29
    9.95540E-01,     2.34928E-28,     1.98237E-28,     1.54610E-29
    9.95550E-01,     2.32742E-28,     1.95078E-28,     4.51561E-30
    9.95560E-01,     2.30576E-28,     1.93525E-28,     9.31774E-30
    9.95570E-01,     2.28429E-28,     1.91804E-28,     1.47816E-29
    9.95580E-01,     2.26302E-28,     1.90039E-28,     7.70040E-29
    9.95590E-01,     2.24194E-28,     1.86507E-28,     3.35928E-29
    9.95600E-01,     2.22105E-28,     1.86203E-28,     1.78170E-29
    9.95610E-01,     2.20035E-28,     1.83159E-28,     2.58340E-31
    9.95620E-01,     2.17983E-28,     1.81123E-28,     8.83902E-29
    9.95630E-01,     2.15951E-28,     1.80026E-28,     5.11582E-29
    9.95640E-01,     2.13936E-28,     1.78318E-28,     3.44710E-29
    9.95650E-01,     2.11940E-28,     1.74124E-28,     2.97012E-29
    9.95660E-01,     2.09963E-28,     1.72727E-28,     2.55922E-29
    9.95670E-01,     2.08004E-28,     1.71233E-28,     4.06712E-30
    9.95680E-01,     2.06062E-28,     1.70491E-28,     7.27904E-29
    9.95690E-01,     2.04139E-28,     1.68083E-28,     2.20620E-29
    9.95700E-01,     2.02233E-28,     1.65533E-28,     9.42085E-30
    9.95710E-01,     2.00345E-28,     1.64351E-28,     7.23124E-29
    9.95720E-01,     1.98474E-28,     1.61079E-28,     1.00120E-28
    9.95730E-01,     1.96621E-28,     1.60055E-28,     1.00475E-28
    9.95740E-01,     1.94786E-28,     1.58062E-28,     5.99146E-29
    9.95750E-01,     1.92967E-28,     1.56149E-28,     4.32468E-29
    9.95760E-01,     1.91165E-28,     1.54837E-28,     1.09102E-29
    9.95770E-01,     1.89381E-28,     1.52273E-28,     9.70842E-30
    9.95780E-01,     1.87613E-28,     1.51959E-28,     6.04527E-29
    9.95790E-01,     1.85862E-28,     1.49711E-28,     1.48369E-29
    9.95800E-01,     1.84127E-28,     1.46982E-28,     6.79166E-29
    9.95810E-01,     1.82409E-28,     1.46244E-28,     5.69654E-29
    9.95820E-01,     1.80707E-28,     1.43101E-28,     1.39197E-29
    9.95830E-01,     1.79021E-28,     1.41956E-28,     6.40309E-29
    9.95840E-01,     1.77352E-28,     1.39785E-28,     8.92916E-29
    9.95850E-01,     1.75698E-28,     1.38909E-28,     8.11929E-29
    9.95860E-01,     1.74061E-28,     1.38420E-28,     4.72727E-29
    9.95870E-01,     1.72439E-28,     1.34935E-28,     4.40008E-29
    9.95880E-01,     1.70833E-28,     1.32985E-28,     8.82602E-30
    9.95890E-01,     1.69242E-28,     1.31841E-28,     9.73858E-29
    9.95900E-01,     1.67667E-28,     1.31306E-28,     4.96544E-29
    9.95910E-01,     1.66107E-28,     1.30423E-28,     8.53118E-29
    9.95920E-01,     1.64562E-28,     1.28078E-28,     6.19907E-29
    9.95930E-01,     1.63032E-28,     1.26889E-28,     6.88535E-29
    9.95940E-01,     1.61517E-28,     1.25416E-28,     5.48140E-29
    9.95950E-01,     1.60017E-28,     1.23269E-28,     1.34959E-29
    9.95960E-01,     1.58532E-28,     1.20786E-28,     9.43860E-29
    9.95970E-01,     1.57062E-28,     1.19771E-28,     6.49357E-29
    9.95980E-01,     1.55606E-28,     1.18375E-28,     4.17530E-29
    9.95990E-01,     1.54164E-28,     1.17406E-28,     8.87148E-29
    9.96000E-01,     1.52737E-28,     1.16797E-28,     4.73901E-29
    9.96010E-01,     1.51324E-28,     1.14571E-28,     6.09418E-29
    9.96020E-01,     1.49925E-28,     1.13830E-28,     5.39599E-31
    9.96030E-01,     1.48540E-28,     1.11988E-28,     4.24393E-29
    9.96040E-01,     1.47169E-28,     1.10315E-28,     6.20421E-29
    9.96050E-01,     1.45812E-28,     1.09572E-28,     1.31771E-29
    9.96060E-01,     1.44468E-28,     1.06533E-28,     9.65130E-29
    9.96070E-01,     1.43138E-28,     1.05769E-28,     2.82382E-29
    9.96080E-01,     1.41822E-28,     1.05664E-28,     5.74797E-29
    9.96090E-01,     1.40519E-28,     1.04102E-28,     1.99107E-29
    9.96100E-01,     1.39229E-28,     1.03939E-28,     1.92663E-29
    9.96110E-01,     1.37952E-28,     9.97018E-29,     1.84687E-29
    9.96120E-01,     1.36689E-28,     1.00165E-28,     1.65707E-29
    9.96130E-01,     1.35438E-28,     9.86595E-29,     2.30182E-29
    9.96140E-01,     1.34200E-28,     9.66696E-29,     4.47454E-29
    9.96150E-01,     1.32975E-28,     9.58067E-29,     2.77495E-29
    9.96160E-01,     1.31763E-28,     9.55277E-29,     2.71862E-29
    9.96170E-01,     1.30563E-28,     9.32881E-29,     4.27048E-29
    9.96180E-01,     1.29376E-28,     9.19886E-29,     2.61250E-29
    9.96190E-01,     1.28201E-28,     9.13936E-29,     5.97404E-30
    9.96200E-01,     1.27038E-28,     8.94871E-29,     2.36875E-29
    9.96210E-01,     1.25888E-28,     8.96641E-29,     1.96961E-29
    9.96220E-01,     1.24750E-28,     8.72366E-29,     2.03613E-29
    9.96230E-01,     1.23623E-28,     8.77612E-29,     4.18428E-29
    9.96240E-01,     1.22509E-28,     8.50271E-29,     2.76668E-30
    9.96250E-01,     1.21406E-28,     8.47631E-29,     4.81715E-29
    9.96260E-01,     1.20315E-28,     8.28816E-29,     4.48440E-29
    9.96270E-01,     1.19236E-28,     8.31479E-29,     2.54588E-29
    9.96280E-01,     1.18168E-28,     8.01612E-29,     4.43121E-29
    9.96290E-01,     1.17112E-28,     8.09405E-29,     6.34200E-30
    9.96300E-01,     1.16067E-28,     7.78805E-29,     3.92087E-29
    9.96310E-01,     1.15033E-28,     7.95231E-29,     2.43239E-29
    9.96320E-01,     1.14010E-28,     7.80328E-29,     2.53622E-29
    9.96330E-01,     1.12999E-28,     7.47821E-29,     9.95281E-30
    9.96340E-01,     1.11998E-28,     7.65722E-29,     2.47323E-29
    9.96350E-01,     1.11009E-28,     7.46876E-29,     2.73635E-29
    9.96360E-01,     1.10030E-28,     7.29142E-29,     3.11862E-29
    9.96370E-01,     1.09061E-28,     7.20476E-29,     1.94924E-29
    9.96380E-01,     1.08104E-28,     7.08444E-29,     1.98601E-29
    9.96390E-01,     1.07157E-28,     7.15087E-29,     3.93150E-29
    9.96400E-01,     1.06220E-28,     6.90026E-29,     4.15711E-29
    9.96410E-01,     1.05294E-28,     6.72539E-29,     2.86844E-29
    9.96420E-01,     1.04378E-28,     6.83415E-29,     3.94139E-29
    9.96430E-01,     1.03472E-28,     6.68808E-29,     9.84289E-31
    9.96440E-01,     1.02577E-28,     6.60049E-29,     1.21944E-29
    9.96450E-01,     1.01691E-28,     6.55521E-29,     2.80609E-29
    9.96460E-01,     1.00815E-28,     6.21918E-29,     3.00226E-29
    9.96470E-01,     9.99494E-29,     6.28049E-29,     1.13120E-29
    9.96480E-01,     9.90933E-29,     6.14789E-29,     1.71461E-29
    9.96490E-01,     9.82469E-29,     6.03096E-29,     4.93710E-29
    9.96500E-01,     9.74101E-29,     6.02957E-29,     1.25946E-29
    9.96510E-01,     9.65828E-29,     5.86811E-29,     4.32933E-29
    9.96520E-01,     9.57650E-29,     5.87147E-29,     5.04625E-29
    9.96530E-01,     9.49565E-29,     5.73533E-29,     4.96916E-29
    9.96540E-01,     9.41573E-29,     5.59458E-29,     3.93158E-29
    9.96550E-01,     9.33673E-29,     5.63769E-29,     2.37061E-29
    9.96560E-01,     9.25864E-29,     5.45945E-29,     4.67042E-29
    9.96570E-01,     9.18145E-29,     5.54374E-29,     2.78104E-29
    9.96580E-01,     9.10516E-29,     5.53555E-29,     2.04011E-29
    9.96590E-01,     9.02976E-29,     5.34157E-29,     4.62994E-29
    9.96600E-01,     8.95524E-29,     5.35362E-29,     1.49300E-29
    9.96610E-01,     8.88159E-29,     5.16703E-29,     1.34644E-29
    9.96620E-01,     8.80881E-29,     5.03608E-29,     1.33549E-29
    9.96630E-01,     8.73688E-29,     5.07790E-29,     1.42183E-29
    9.96640E-01,     8.66580E-29,     5.02048E-29,     2.41489E-29
    9.96650E-01,     8.59557E-29,     4.95701E-29,     5.69440E-30
    9.96660E-01,     8.52617E-29,     4.81978E-29,     2.35812E-29
    9.96670E-01,     8.45760E-29,     4.78527E-29,     1.21335E-30
    9.96680E-01,     8.38985E-29,     4.72937E-29,     2.43489E-29
    9.96690E-01,     8.32291E-29,     4.60228E-29,     2.09509E-29
    9.96700E-01,     8.25677E-29,     4.55562E-29,     2.36387E-29
    9.96710E-01,     8.19144E-29,     4.62759E-29,     8.40248E-30
    9.96720E-01,     8.12689E-29,     4.33643E-29,     1.19053E-29
    9.96730E-01,     8.06313E-29,     4.44426E-29,     1.86543E-29
    9.96740E-01,     8.00014E-29,     4.33074E-29,     5.72426E-30
    9.96750E-01,     7.93793E-29,     4.30848E-29,     1.50888E-29
    9.96760E-01,     7.87647E-29,     4.26756E-29,     5.06160E-30
    9.96770E-01,     7.81578E-29,     4.07934E-29,     1.28565E-30
    9.96780E-01,     7.75582E-29,     4.10708E-29,     2.17782E-29
    9.96790E-01,     7.69662E-29,     3.97863E-29,     2.60299E-31
    9.96800E-01,     7.63814E-29,     4.07299E-29,     1.99323E-29
    9.96810E-01,     7.58039E-29,     3.96994E-29,     1.76132E-29
    9.96820E-01,     7.52337E-29,     3.84044E-29,     2.48240E-29
    9.96830E-01,     7.46706E-29,     3.76831E-29,     1.35704E-30
    9.96840E-01,     7.41145E-29,     3.69003E-29,     9.60522E-31
    9.96850E-01,     7.35655E-29,     3.79885E-29,     1.27985E-29
    9.96860E-01,     7.30234E-29,     3.66083E-29,     2.06066E-29
    9.96870E-01,     7.24881E-29,     3.52786E-29,     1.88069E-29
    9.96880E-01,     7.19597E-29,     3.48428E-29,     3.02002E-30
    9.96890E-01,     7.14380E-29,     3.44914E-29,     1.42183E-29
    9.96900E-01,     7.09231E-29,     3.32995E-29,     2.39541E-29
    9.96910E-01,     7.04147E-29,     3.25108E-29,     1.43316E-29
    9.96920E-01,     6.99128E-29,     3.36528E-29,     3.35274E-30
    9.96930E-01,     6.94175E-29,     3.40664E-29,     3.28571E-30
    9.96940E-01,     6.89286E-29,     3.14423E-29,     2.17748E-29
    9.96950E-01,     6.84460E-29,     3.14632E-29,     2.32369E-29
    9.96960E-01,     6.79698E-29,     3.16871E-29,     1.17380E-29
    9.96970E-01,     6.74998E-29,     3.06344E-29,     1.67328E-29
    9.96980E-01,     6.70359E-29,     3.14264E-29,     1.55787E-29
    9.96990E-01,     6.65782E-29,     3.00786E-29,     4.49162E-30
    9.97000E-01,     6.61265E-29,     2.93380E-29,     1.77426E-29
    9.97010E-01,     6.56809E-29,     2.78020E-29,     1.41914E-29
    9.97020E-01,     6.52411E-29,     2.72297E-29,     1.54592E-29
    9.97030E-01,     6.48073E-29,     2.73147E-29,     2.25555E-29
    9.97040E-01,     6.43792E-29,     2.59779E-29,     6.98691E-30
    9.97050E-01,     6.39569E-29,     2.62871E-29,     8.60546E-31
    9.97060E-01,     6.35403E-29,     2.69578E-29,     4.71959E-30
    9.97070E-01,     6.31294E-29,     2.50464E-29,     9.79453E-30
    9.97080E-01,     6.27240E-29,     2.54982E-29,     6.17960E-30
    9.97090E-01,     6.23242E-29,     2.52156E-29,     3.33715E-30
    9.97100E-01,     6.19299E-29,     2.39979E-29,     3.76223E-30
    9.97110E-01,     6.15409E-29,     2.51063E-29,     3.61178E-30
    9.97120E-01,     6.11573E-29,     2.40696E-29,     6.66617E-30
    9.97130E-01,     6.07791E-29,     2.47662E-29,     8.78380E-30
    9.97140E-01,     6.04060E-29,     2.37863E-29,     5.63595E-30
    9.97150E-01,     6.00382E-29,     2.19324E-29,     1.14739E-29
    9.97160E-01,     5.96755E-29,     2.29343E-29,     2.02027E-31
    9.97170E-01,     5.93179E-29,     2.39269E-29,     6.35103E-30
    9.97180E-01,     5.89653E-29,     2.18321E-29,     1.17096E-29
    9.97190E-01,     5.86177E-29,     2.07927E-29,     2.75628E-30
    9.97200E-01,     5.82751E-29,     2.07695E-29,     6.59006E-30
    9.97210E-01,     5.79373E-29,     2.08170E-29,     7.16627E-30
    9.97220E-01,     5.76043E-29,     2.07589E-29,     1.12763E-29
    9.97230E-01,     5.72761E-29,     1.93683E-29,     7.44130E-31
    9.97240E-01,     5.69526E-29,     2.05631E-29,     8.60146E-32
    9.97250E-01,     5.66338E-29,     1.91735E-29,     1.02099E-29
    9.97260E-01,     5.63196E-29,     1.85153E-29,     8.22117E-30
    9.97270E-01,     5.60100E-29,     2.04376E-29,     4.89945E-31
    9.97280E-01,     5.57049E-29,     1.76268E-29,     6.00309E-30
    9.97290E-01,     5.54042E-29,     1.85200E-29,     6.58967E-30
    9.97300E-01,     5.51080E-29,     1.77298E-29,     7.32588E-30
    9.97310E-01,     5.48162E-29,     1.83446E-29,     2.26744E-30
    9.97320E-01,     5.45286E-29,     1.67336E-29,     1.14554E-29
    9.97330E-01,     5.42454E-29,     1.77022E-29,     1.13299E-29
    9.97340E-01,     5.39663E-29,     1.62437E-29,     3.90388E-30
    9.97350E-01,     5.36915E-29,     1.69790E-29,     1.10149E-29
    9.97360E-01,     5.34208E-29,     1.61009E-29,     1.13520E-29
    9.97370E-01,     5.31541E-29,     1.62632E-29,     2.99742E-30
    9.97380E-01,     5.28916E-29,     1.75085E-29,     8.80283E-30
    9.97390E-01,     5.26330E-29,     1.43536E-29,     5.31938E-30
    9.97400E-01,     5.23783E-29,     1.62002E-29,     9.79683E-30
    9.97410E-01,     5.21276E-29,     1.53138E-29,     7.01147E-30
    9.97420E-01,     5.18807E-29,     1.33793E-29,     1.14217E-29
    9.97430E-01,     5.16376E-29,     1.50863E-29,     1.55403E-30
    9.97440E-01,     5.13983E-29,     1.54964E-29,     4.80792E-30
    9.97450E-01,     5.11627E-29,     1.30930E-29,     1.68931E-30
    9.97460E-01,     5.09308E-29,     1.45059E-29,     4.92492E-30
    9.97470E-01,     5.07025E-29,     1.41135E-29,     1.19413E-31
    9.97480E-01,     5.04779E-29,     1.44188E-29,     1.45706E-30
    9.97490E-01,     5.02568E-29,     1.27004E-29,     5.44953E-30
    9.97500E-01,     5.00392E-29,     1.13481E-29,     6.97736E-31
    9.97510E-01,     4.98250E-29,     1.24825E-29,     2.11671E-30
    9.97520E-01,     4.96143E-29,     1.28480E-29,     9.13388E-31
    9.97530E-01,     4.94070E-29,     1.32670E-29,     4.89793E-31
    9.97540E-01,     4.92030E-29,     1.28881E-29,     2.45235E-30
    9.97550E-01,     4.90024E-29,     1.27206E-29,     5.30728E-30
    9.97560E-01,     4.88050E-29,     1.17548E-29,     2.39124E-30
    9.97570E-01,     4.86108E-29,     1.26181E-29,     4.69592E-30
    9.97580E-01,     4.84198E-29,     1.14939E-29,     5.18129E-30
    9.97590E-01,     4.82320E-29,     1.22131E-29,     4.05127E-30
    9.97600E-01,     4.80472E-29,     1.17404E-29,     2.55856E-30
    9.97610E-01,     4.78656E-29,     1.11078E-29,     1.15252E-30
    9.97620E-01,     4.76869E-29,     1.20499E-29,     3.17655E-30
    9.97630E-01,     4.75113E-29,     1.04951E-29,     5.76087E-31
    9.97640E-01,     4.73386E-29,     1.06977E-29,     5.05474E-30
    9.97650E-01,     4.71689E-29,     1.02142E-29,     5.29892E-30
    9.97660E-01,     4.70020E-29,     8.89277E-30,     6.27428E-31
    9.97670E-01,     4.68379E-29,     9.82563E-30,     1.61501E-30
    9.97680E-01,     4.66767E-29,     8.91434E-30,     5.40483E-30
    9.97690E-01,     4.65183E-29,     9.07940E-30,     3.58916E-30
    9.97700E-01,     4.63625E-29,     1.08502E-29,     3.70843E-30
    9.97710E-01,     4.62095E-29,     8.53205E-30,     5.65488E-31
    9.97720E-01,     4.60592E-29,     8.44757E-30,     3.90936E-31
    9.97730E-01,     4.59115E-29,     9.87141E-30,     5.56484E-30
