x, a priori error bound, running error bound, forward error
    9.93850E-01,     2.74808E-27,     1.02446E-27,     5.90808E-28
    9.93860E-01,     2.74019E-27,     1.01602E-27,     3.04386E-28
    9.93870E-01,     2.73235E-27,     1.00515E-27,     6.79371E-28
    9.93880E-01,     2.72456E-27,     9.97689E-28,     7.04263E-28
    9.93890E-01,     2.71682E-27,     9.76705E-28,     6.69466E-28
    9.93900E-01,     2.70913E-27,     9.68758E-28,     4.45594E-28
    9.93910E-01,     2.70149E-27,     9.84317E-28,     6.31237E-28
    9.93920E-01,     2.69390E-27,     9.59794E-28,     1.68654E-28
    9.93930E-01,     2.68636E-27,     9.47607E-28,     2.95598E-28
    9.93940E-01,     2.67888E-27,     9.51446E-28,     7.59197E-28
    9.93950E-01,     2.67144E-27,     9.47705E-28,     7.33178E-28
    9.93960E-01,     2.66405E-27,     9.42291E-28,     3.95864E-28
    9.93970E-01,     2.65670E-27,     9.38969E-28,     7.47837E-28
    9.93980E-01,     2.64941E-27,     9.27973E-28,     5.39993E-28
    9.93990E-01,     2.64217E-27,     9.20776E-28,     4.64256E-29
    9.94000E-01,     2.63497E-27,     9.07592E-28,     7.19956E-28
    9.94010E-01,     2.62782E-27,     9.02907E-28,     7.79306E-28
    9.94020E-01,     2.62072E-27,     9.01698E-28,     2.05354E-29
    9.94030E-01,     2.61367E-27,     8.77619E-28,     1.58765E-28
    9.94040E-01,     2.60666E-27,     8.79014E-28,     7.24772E-29
    9.94050E-01,     2.59970E-27,     8.85035E-28,     1.88852E-28
    9.94060E-01,     2.59279E-27,     8.48375E-28,     3.42821E-28
    9.94070E-01,     2.58593E-27,     8.70884E-28,     7.83486E-28
    9.94080E-01,     2.57911E-27,     8.52975E-28,     3.40226E-28
    9.94090E-01,     2.57233E-27,     8.31190E-28,     2.90657E-28
    9.94100E-01,     2.56561E-27,     8.26225E-28,     4.00577E-28
    9.94110E-01,     2.55893E-27,     8.41701E-28,     1.92075E-28
    9.94120E-01,     2.55229E-27,     8.29130E-28,     3.81160E-28
    9.94130E-01,     2.54570E-27,     8.22272E-28,     2.27830E-28
    9.94140E-01,     2.53915E-27,     8.12123E-28,     2.67122E-28
    9.94150E-01,     2.53265E-27,     7.91343E-28,     2.19131E-28
    9.94160E-01,     2.52619E-27,     8.01182E-28,     6.59184E-29
    9.94170E-01,     2.51978E-27,     7.78716E-28,     1.37056E-28
    9.94180E-01,     2.51341E-27,     7.80520E-28,     3.23122E-28
    9.94190E-01,     2.50709E-27,     7.82449E-28,     1.22680E-28
    9.94200E-01,     2.50081E-27,     7.65530E-28,     3.13020E-29
    9.94210E-01,     2.49457E-27,     7.63980E-28,     3.00576E-28
    9.94220E-01,     2.48837E-27,     7.27144E-28,     1.29160E-28
    9.94230E-01,     2.48222E-27,     7.47787E-28,     2.16566E-28
    9.94240E-01,     2.47611E-27,     7.30531E-28,     2.43747E-28
    9.94250E-01,     2.47004E-27,     7.37327E-28,     2.26160E-29
    9.94260E-01,     2.46402E-27,     7.32526E-28,     3.12095E-28
    9.94270E-01,     2.45804E-27,     7.22718E-28,     1.39999E-28
    9.94280E-01,     2.45209E-27,     7.36248E-28,     1.78268E-28
    9.94290E-01,     2.44620E-27,     7.15916E-28,     2.46233E-28
    9.94300E-01,     2.44034E-27,     7.18154E-28,     2.26028E-28
    9.94310E-01,     2.43452E-27,     7.02520E-28,     3.09641E-28
    9.94320E-01,     2.42874E-27,     7.07611E-28,     1.31647E-28
    9.94330E-01,     2.42301E-27,     6.95006E-28,     1.98305E-28
    9.94340E-01,     2.41731E-27,     6.88561E-28,     3.22047E-28
    9.94350E-01,     2.41166E-27,     6.78188E-28,     1.40535E-28
    9.94360E-01,     2.40604E-27,     6.62341E-28,     2.50645E-28
    9.94370E-01,     2.40047E-27,     6.89196E-28,     1.35669E-28
    9.94380E-01,     2.39493E-27,     6.36210E-28,     3.79846E-28
    9.94390E-01,     2.38944E-27,     6.61494E-28,     3.05986E-28
    9.94400E-01,     2.38398E-27,     6.45110E-28,     3.46475E-29
    9.94410E-01,     2.37856E-27,     6.47922E-28,     4.12914E-29
    9.94420E-01,     2.37318E-27,     6.46432E-28,     1.30623E-28
    9.94430E-01,     2.36784E-27,     6.33703E-28,     1.50701E-28
    9.94440E-01,     2.36254E-27,     6.34529E-28,     9.48122E-29
    9.94450E-01,     2.35728E-27,     6.33426E-28,     2.18534E-28
    9.94460E-01,     2.35205E-27,     6.23444E-28,     7.72122E-29
    9.94470E-01,     2.34686E-27,     6.19997E-28,     4.93364E-29
    9.94480E-01,     2.34171E-27,     6.19548E-28,     2.62529E-28
    9.94490E-01,     2.33660E-27,     6.02277E-28,     3.92436E-28
    9.94500E-01,     2.33153E-27,     6.04829E-28,     2.60025E-28
    9.94510E-01,     2.32649E-27,     5.93293E-28,     5.81386E-29
    9.94520E-01,     2.32148E-27,     5.85003E-28,     2.29731E-28
    9.94530E-01,     2.31652E-27,     5.86412E-28,     2.04911E-28
    9.94540E-01,     2.31159E-27,     5.76688E-28,     9.04483E-30
    9.94550E-01,     2.30670E-27,     5.92243E-28,     1.56787E-28
    9.94560E-01,     2.30184E-27,     5.60886E-28,     3.65601E-28
    9.94570E-01,     2.29702E-27,     5.62089E-28,     1.45675E-28
    9.94580E-01,     2.29223E-27,     5.58626E-28,     1.78996E-28
    9.94590E-01,     2.28748E-27,     5.48404E-28,     2.60951E-28
    9.94600E-01,     2.28276E-27,     5.70900E-28,     1.52657E-28
    9.94610E-01,     2.27808E-27,     5.45866E-28,     2.09444E-29
    9.94620E-01,     2.27344E-27,     5.51620E-28,     1.31089E-30
    9.94630E-01,     2.26883E-27,     5.50955E-28,     1.97180E-28
    9.94640E-01,     2.26425E-27,     5.50675E-28,     2.83492E-29
    9.94650E-01,     2.25971E-27,     5.23953E-28,     2.22287E-29
    9.94660E-01,     2.25520E-27,     5.23594E-28,     2.97899E-28
    9.94670E-01,     2.25072E-27,     5.19414E-28,     2.21293E-29
    9.94680E-01,     2.24628E-27,     5.08878E-28,     1.93106E-28
    9.94690E-01,     2.24187E-27,     5.29451E-28,     1.77419E-28
    9.94700E-01,     2.23750E-27,     4.87770E-28,     3.03882E-28
    9.94710E-01,     2.23316E-27,     5.01466E-28,     2.57214E-28
    9.94720E-01,     2.22885E-27,     4.91058E-28,     1.10795E-30
    9.94730E-01,     2.22457E-27,     4.80090E-28,     7.78136E-30
    9.94740E-01,     2.22033E-27,     4.91996E-28,     3.79059E-28
    9.94750E-01,     2.21612E-27,     4.98236E-28,     3.92205E-29
    9.94760E-01,     2.21194E-27,     4.85025E-28,     3.59229E-28
    9.94770E-01,     2.20779E-27,     4.76642E-28,     3.01098E-28
    9.94780E-01,     2.20368E-27,     4.76649E-28,     3.88320E-28
    9.94790E-01,     2.19959E-27,     4.68037E-28,     9.32974E-29
    9.94800E-01,     2.19554E-27,     4.81762E-28,     5.05690E-29
    9.94810E-01,     2.19152E-27,     4.54338E-28,     3.85906E-28
    9.94820E-01,     2.18753E-27,     4.44059E-28,     9.11372E-29
    9.94830E-01,     2.18357E-27,     4.42660E-28,     1.74823E-28
    9.94840E-01,     2.17964E-27,     4.40727E-28,     2.30229E-28
    9.94850E-01,     2.17575E-27,     4.55491E-28,     1.09588E-28
    9.94860E-01,     2.17188E-27,     4.29328E-28,     2.14663E-30
    9.94870E-01,     2.16804E-27,     4.52475E-28,     1.57114E-28
    9.94880E-01,     2.16423E-27,     4.21959E-28,     1.74698E-28
    9.94890E-01,     2.16046E-27,     4.35053E-28,     1.64337E-28
    9.94900E-01,     2.15671E-27,     4.34441E-28,     5.45098E-30
    9.94910E-01,     2.15299E-27,     4.26093E-28,     1.09893E-29
    9.94920E-01,     2.14930E-27,     4.37759E-28,     1.33487E-28
    9.94930E-01,     2.14564E-27,     4.10417E-28,     8.78817E-29
    9.94940E-01,     2.14201E-27,     4.20527E-28,     1.27494E-29
    9.94950E-01,     2.13841E-27,     4.14077E-28,     1.05349E-28
    9.94960E-01,     2.13483E-27,     4.25992E-28,     1.57747E-28
    9.94970E-01,     2.13129E-27,     3.96746E-28,     7.88229E-29
    9.94980E-01,     2.12777E-27,     3.94212E-28,     1.42428E-28
    9.94990E-01,     2.12428E-27,     3.94355E-28,     3.53657E-29
    9.95000E-01,     2.12082E-27,     3.86606E-28,     1.06228E-28
    9.95010E-01,     2.11739E-27,     3.85738E-28,     4.49155E-29
    9.95020E-01,     2.11398E-27,     3.62151E-28,     8.43370E-29
    9.95030E-01,     2.11060E-27,     3.96526E-28,     1.79071E-28
    9.95040E-01,     2.10725E-27,     3.74787E-28,     3.37015E-29
    9.95050E-01,     2.10393E-27,     3.77829E-28,     1.95657E-28
    9.95060E-01,     2.10063E-27,     3.67054E-28,     9.23472E-29
    9.95070E-01,     2.09736E-27,     3.60321E-28,     1.82205E-28
    9.95080E-01,     2.09411E-27,     3.78678E-28,     1.40631E-28
    9.95090E-01,     2.09090E-27,     3.69331E-28,     1.73052E-28
    9.95100E-01,     2.08771E-27,     3.62842E-28,     8.51305E-29
    9.95110E-01,     2.08454E-27,     3.49643E-28,     9.95618E-29
    9.95120E-01,     2.08140E-27,     3.67424E-28,     1.32015E-28
    9.95130E-01,     2.07829E-27,     3.54224E-28,     4.55990E-29
    9.95140E-01,     2.07520E-27,     3.25133E-28,     2.12679E-29
    9.95150E-01,     2.07214E-27,     3.28027E-28,     2.45733E-30
    9.95160E-01,     2.06910E-27,     3.27176E-28,     8.14534E-29
    9.95170E-01,     2.06609E-27,     3.43340E-28,     6.09148E-29
    9.95180E-01,     2.06310E-27,     3.08556E-28,     5.61205E-29
    9.95190E-01,     2.06014E-27,     3.23839E-28,     1.11121E-28
    9.95200E-01,     2.05721E-27,     3.13864E-28,     1.17119E-28
    9.95210E-01,     2.05429E-27,     3.23074E-28,     1.19592E-28
    9.95220E-01,     2.05141E-27,     3.20185E-28,     1.68030E-28
    9.95230E-01,     2.04854E-27,     3.29456E-28,     5.81404E-29
    9.95240E-01,     2.04570E-27,     3.17112E-28,     1.27426E-28
    9.95250E-01,     2.04289E-27,     3.19359E-28,     7.59799E-29
    9.95260E-01,     2.04010E-27,     3.01156E-28,     1.24751E-28
    9.95270E-01,     2.03733E-27,     3.00060E-28,     1.63951E-28
    9.95280E-01,     2.03458E-27,     3.05653E-28,     8.89519E-29
    9.95290E-01,     2.03186E-27,     2.94940E-28,     7.86682E-29
    9.95300E-01,     2.02916E-27,     3.08078E-28,     1.86864E-28
    9.95310E-01,     2.02649E-27,     2.95160E-28,     1.37460E-28
    9.95320E-01,     2.02384E-27,     2.80896E-28,     1.54936E-28
    9.95330E-01,     2.02121E-27,     2.79440E-28,     1.84088E-28
    9.95340E-01,     2.01860E-27,     2.76717E-28,     4.07473E-29
    9.95350E-01,     2.01601E-27,     2.85452E-28,     3.86634E-29
    9.95360E-01,     2.01345E-27,     2.71664E-28,     1.15273E-29
    9.95370E-01,     2.01091E-27,     2.73458E-28,     6.37200E-29
    9.95380E-01,     2.00840E-27,     2.74112E-28,     1.63258E-28
    9.95390E-01,     2.00590E-27,     2.84544E-28,     5.43401E-29
    9.95400E-01,     2.00342E-27,     2.77538E-28,     8.95073E-29
    9.95410E-01,     2.00097E-27,     2.65457E-28,     5.09858E-29
    9.95420E-01,     1.99854E-27,     2.67630E-28,     7.65470E-29
    9.95430E-01,     1.99613E-27,     2.76601E-28,     2.57970E-29
    9.95440E-01,     1.99374E-27,     2.61722E-28,     1.93935E-28
    9.95450E-01,     1.99138E-27,     2.56576E-28,     2.86890E-29
    9.95460E-01,     1.98903E-27,     2.46462E-28,     1.29516E-28
    9.95470E-01,     1.98670E-27,     2.54261E-28,     3.26595E-29
    9.95480E-01,     1.98440E-27,     2.46508E-28,     1.06386E-28
    9.95490E-01,     1.98211E-27,     2.67436E-28,     1.17353E-29
    9.95500E-01,     1.97985E-27,     2.37021E-28,     3.41700E-29
    9.95510E-01,     1.97761E-27,     2.50200E-28,     4.92220E-29
    9.95520E-01,     1.97538E-27,     2.37814E-28,     9.82336E-29
    9.95530E-01,     1.97318E-27,     2.50446E-28,     1.27564E-29
    9.95540E-01,     1.97099E-27,     2.47317E-28,     1.54610E-29
    9.95550E-01,     1.96883E-27,     2.31151E-28,     4.51561E-30
    9.95560E-01,     1.96668E-27,     2.52175E-28,     9.31983E-30
    9.95570E-01,     1.96456E-27,     2.32661E-28,     1.47823E-29
    9.95580E-01,     1.96245E-27,     2.40584E-28,     7.70050E-29
    9.95590E-01,     1.96037E-27,     2.30502E-28,     3.35928E-29
    9.95600E-01,     1.95830E-27,     2.46316E-28,     1.78170E-29
    9.95610E-01,     1.95625E-27,     2.19317E-28,     2.76520E-31
    9.95620E-01,     1.95422E-27,     2.23998E-28,     8.83902E-29
    9.95630E-01,     1.95221E-27,     2.26178E-28,     5.11586E-29
    9.95640E-01,     1.95021E-27,     2.18173E-28,     3.44710E-29
    9.95650E-01,     1.94824E-27,     2.26004E-28,     2.97019E-29
    9.95660E-01,     1.94628E-27,     2.00710E-28,     2.55922E-29
    9.95670E-01,     1.94434E-27,     2.21786E-28,     4.06712E-30
    9.95680E-01,     1.94242E-27,     1.91697E-28,     7.27904E-29
    9.95690E-01,     1.94052E-27,     2.12237E-28,     2.20620E-29
    9.95700E-01,     1.93864E-27,     2.17167E-28,     9.42085E-30
    9.95710E-01,     1.93677E-27,     2.15995E-28,     7.23125E-29
    9.95720E-01,     1.93492E-27,     2.13467E-28,     1.00120E-28
    9.95730E-01,     1.93309E-27,     1.91732E-28,     1.00475E-28
    9.95740E-01,     1.93127E-27,     1.99665E-28,     5.99146E-29
    9.95750E-01,     1.92948E-27,     2.00642E-28,     4.32486E-29
    9.95760E-01,     1.92770E-27,     2.01661E-28,     1.09102E-29
    9.95770E-01,     1.92593E-27,     2.01104E-28,     9.71042E-30
    9.95780E-01,     1.92419E-27,     1.92919E-28,     6.04527E-29
    9.95790E-01,     1.92246E-27,     1.90374E-28,     1.48369E-29
    9.95800E-01,     1.92074E-27,     1.76977E-28,     6.79168E-29
    9.95810E-01,     1.91905E-27,     1.99271E-28,     5.69668E-29
    9.95820E-01,     1.91737E-27,     1.71552E-28,     1.39253E-29
    9.95830E-01,     1.91570E-27,     1.91035E-28,     6.40309E-29
    9.95840E-01,     1.91405E-27,     1.68350E-28,     8.92917E-29
    9.95850E-01,     1.91242E-27,     1.68073E-28,     8.11929E-29
    9.95860E-01,     1.91080E-27,     1.70831E-28,     4.72727E-29
    9.95870E-01,     1.90920E-27,     1.80026E-28,     4.40008E-29
    9.95880E-01,     1.90762E-27,     1.77869E-28,     8.82602E-30
    9.95890E-01,     1.90605E-27,     1.77741E-28,     9.73858E-29
    9.95900E-01,     1.90449E-27,     1.91253E-28,     4.96544E-29
    9.95910E-01,     1.90296E-27,     1.77570E-28,     8.53118E-29
    9.95920E-01,     1.90143E-27,     1.76348E-28,     6.19910E-29
    9.95930E-01,     1.89992E-27,     1.59687E-28,     6.88535E-29
    9.95940E-01,     1.89843E-27,     1.61742E-28,     5.48140E-29
    9.95950E-01,     1.89695E-27,     1.60113E-28,     1.34963E-29
    9.95960E-01,     1.89549E-27,     1.41647E-28,     9.43862E-29
    9.95970E-01,     1.89404E-27,     1.65549E-28,     6.49357E-29
    9.95980E-01,     1.89260E-27,     1.51948E-28,     4.17535E-29
    9.95990E-01,     1.89118E-27,     1.63358E-28,     8.87149E-29
    9.96000E-01,     1.88978E-27,     1.42321E-28,     4.73901E-29
    9.96010E-01,     1.88839E-27,     1.38629E-28,     6.09419E-29
    9.96020E-01,     1.88701E-27,     1.45009E-28,     5.39599E-31
    9.96030E-01,     1.88564E-27,     1.45075E-28,     4.24393E-29
    9.96040E-01,     1.88429E-27,     1.63827E-28,     6.20421E-29
    9.96050E-01,     1.88296E-27,     1.66333E-28,     1.31775E-29
    9.96060E-01,     1.88164E-27,     1.52133E-28,     9.65130E-29
    9.96070E-01,     1.88033E-27,     1.52001E-28,     2.82382E-29
    9.96080E-01,     1.87903E-27,     1.63216E-28,     5.74800E-29
    9.96090E-01,     1.87775E-27,     1.48905E-28,     1.99146E-29
    9.96100E-01,     1.87648E-27,     1.45588E-28,     1.92663E-29
    9.96110E-01,     1.87523E-27,     1.43863E-28,     1.84689E-29
    9.96120E-01,     1.87398E-27,     1.29083E-28,     1.65707E-29
    9.96130E-01,     1.87275E-27,     1.32877E-28,     2.30190E-29
    9.96140E-01,     1.87154E-27,     1.27371E-28,     4.47455E-29
    9.96150E-01,     1.87033E-27,     1.21151E-28,     2.77523E-29
    9.96160E-01,     1.86914E-27,     1.41447E-28,     2.71869E-29
    9.96170E-01,     1.86796E-27,     1.31025E-28,     4.27048E-29
    9.96180E-01,     1.86680E-27,     1.27016E-28,     2.61250E-29
    9.96190E-01,     1.86564E-27,     1.21870E-28,     5.97485E-30
    9.96200E-01,     1.86450E-27,     1.40518E-28,     2.36875E-29
    9.96210E-01,     1.86337E-27,     1.42201E-28,     1.96971E-29
    9.96220E-01,     1.86226E-27,     1.26968E-28,     2.03623E-29
    9.96230E-01,     1.86115E-27,     1.32948E-28,     4.18430E-29
    9.96240E-01,     1.86006E-27,     1.39240E-28,     2.77370E-30
    9.96250E-01,     1.85898E-27,     1.25613E-28,     4.81715E-29
    9.96260E-01,     1.85791E-27,     1.25155E-28,     4.48440E-29
    9.96270E-01,     1.85685E-27,     1.17106E-28,     2.54590E-29
    9.96280E-01,     1.85580E-27,     1.09823E-28,     4.43126E-29
    9.96290E-01,     1.85477E-27,     1.22737E-28,     6.34889E-30
    9.96300E-01,     1.85374E-27,     1.11523E-28,     3.92092E-29
    9.96310E-01,     1.85273E-27,     1.19902E-28,     2.43239E-29
    9.96320E-01,     1.85173E-27,     1.17040E-28,     2.53622E-29
    9.96330E-01,     1.85074E-27,     1.06756E-28,     9.95281E-30
    9.96340E-01,     1.84976E-27,     1.20996E-28,     2.47323E-29
    9.96350E-01,     1.84879E-27,     1.20898E-28,     2.73635E-29
    9.96360E-01,     1.84783E-27,     1.23708E-28,     3.11862E-29
    9.96370E-01,     1.84689E-27,     1.32642E-28,     1.94927E-29
    9.96380E-01,     1.84595E-27,     1.15903E-28,     1.98601E-29
    9.96390E-01,     1.84502E-27,     1.13023E-28,     3.93155E-29
    9.96400E-01,     1.84411E-27,     1.10001E-28,     4.15715E-29
    9.96410E-01,     1.84320E-27,     1.21626E-28,     2.86844E-29
    9.96420E-01,     1.84231E-27,     1.12613E-28,     3.94140E-29
    9.96430E-01,     1.84142E-27,     1.01908E-28,     1.00385E-30
    9.96440E-01,     1.84055E-27,     9.35461E-29,     1.21944E-29
    9.96450E-01,     1.83969E-27,     1.11047E-28,     2.80609E-29
    9.96460E-01,     1.83883E-27,     9.15800E-29,     3.00226E-29
    9.96470E-01,     1.83799E-27,     1.03128E-28,     1.13137E-29
    9.96480E-01,     1.83715E-27,     9.13884E-29,     1.71472E-29
    9.96490E-01,     1.83633E-27,     9.37875E-29,     4.93710E-29
    9.96500E-01,     1.83551E-27,     1.06091E-28,     1.25949E-29
    9.96510E-01,     1.83470E-27,     7.84889E-29,     4.32933E-29
    9.96520E-01,     1.83391E-27,     1.12365E-28,     5.05117E-29
    9.96530E-01,     1.83312E-27,     9.50929E-29,     4.96916E-29
    9.96540E-01,     1.83234E-27,     1.00406E-28,     3.93178E-29
    9.96550E-01,     1.83157E-27,     1.00380E-28,     2.37061E-29
    9.96560E-01,     1.83081E-27,     1.05310E-28,     4.67043E-29
    9.96570E-01,     1.83006E-27,     1.02057E-28,     2.78132E-29
    9.96580E-01,     1.82932E-27,     9.11833E-29,     2.04020E-29
    9.96590E-01,     1.82859E-27,     8.03701E-29,     4.62994E-29
    9.96600E-01,     1.82787E-27,     8.23675E-29,     1.49300E-29
    9.96610E-01,     1.82715E-27,     1.06269E-28,     1.34701E-29
    9.96620E-01,     1.82644E-27,     6.43915E-29,     1.33549E-29
    9.96630E-01,     1.82575E-27,     1.05301E-28,     1.42183E-29
    9.96640E-01,     1.82506E-27,     7.83903E-29,     2.41489E-29
    9.96650E-01,     1.82437E-27,     8.30459E-29,     5.69440E-30
    9.96660E-01,     1.82370E-27,     9.52847E-29,     2.35814E-29
    9.96670E-01,     1.82304E-27,     9.19050E-29,     1.21335E-30
    9.96680E-01,     1.82238E-27,     1.01340E-28,     2.43521E-29
    9.96690E-01,     1.82173E-27,     8.99826E-29,     2.09509E-29
    9.96700E-01,     1.82109E-27,     9.72457E-29,     2.36387E-29
    9.96710E-01,     1.82046E-27,     1.03460E-28,     8.40248E-30
    9.96720E-01,     1.81984E-27,     9.81422E-29,     1.19119E-29
    9.96730E-01,     1.81922E-27,     8.10210E-29,     1.86566E-29
    9.96740E-01,     1.81861E-27,     7.38590E-29,     5.72426E-30
    9.96750E-01,     1.81801E-27,     7.86131E-29,     1.50939E-29
    9.96760E-01,     1.81742E-27,     7.41844E-29,     5.06256E-30
    9.96770E-01,     1.81683E-27,     9.31456E-29,     1.30068E-30
    9.96780E-01,     1.81625E-27,     7.55253E-29,     2.17784E-29
    9.96790E-01,     1.81568E-27,     8.29191E-29,     2.60299E-31
    9.96800E-01,     1.81512E-27,     7.42951E-29,     1.99333E-29
    9.96810E-01,     1.81456E-27,     7.91034E-29,     1.76135E-29
    9.96820E-01,     1.81401E-27,     7.66561E-29,     2.48240E-29
    9.96830E-01,     1.81347E-27,     7.20444E-29,     1.35704E-30
    9.96840E-01,     1.81294E-27,     9.23855E-29,     9.80559E-31
    9.96850E-01,     1.81241E-27,     6.92008E-29,     1.28001E-29
    9.96860E-01,     1.81189E-27,     8.54169E-29,     2.06066E-29
    9.96870E-01,     1.81137E-27,     8.00372E-29,     1.88069E-29
    9.96880E-01,     1.81087E-27,     9.87209E-29,     3.02002E-30
    9.96890E-01,     1.81037E-27,     6.98054E-29,     1.42183E-29
    9.96900E-01,     1.80987E-27,     8.63763E-29,     2.39541E-29
    9.96910E-01,     1.80939E-27,     7.42908E-29,     1.43316E-29
    9.96920E-01,     1.80890E-27,     6.40151E-29,     3.35274E-30
    9.96930E-01,     1.80843E-27,     8.71883E-29,     3.28571E-30
    9.96940E-01,     1.80796E-27,     5.48330E-29,     2.17748E-29
    9.96950E-01,     1.80750E-27,     6.85571E-29,     2.32369E-29
    9.96960E-01,     1.80705E-27,     7.97958E-29,     1.17380E-29
    9.96970E-01,     1.80660E-27,     6.59764E-29,     1.67328E-29
    9.96980E-01,     1.80616E-27,     6.35384E-29,     1.55837E-29
    9.96990E-01,     1.80572E-27,     7.30793E-29,     4.49162E-30
    9.97000E-01,     1.80529E-27,     8.65508E-29,     1.77470E-29
    9.97010E-01,     1.80486E-27,     7.27196E-29,     1.41969E-29
    9.97020E-01,     1.80445E-27,     6.69975E-29,     1.54592E-29
    9.97030E-01,     1.80403E-27,     7.66936E-29,     2.25555E-29
    9.97040E-01,     1.80363E-27,     9.04083E-29,     6.98691E-30
    9.97050E-01,     1.80322E-27,     7.97264E-29,     9.09973E-31
    9.97060E-01,     1.80283E-27,     7.85584E-29,     4.71959E-30
    9.97070E-01,     1.80244E-27,     5.40554E-29,     9.79503E-30
    9.97080E-01,     1.80206E-27,     6.10825E-29,     6.18274E-30
    9.97090E-01,     1.80168E-27,     7.33776E-29,     3.36038E-30
    9.97100E-01,     1.80130E-27,     4.94104E-29,     3.76223E-30
    9.97110E-01,     1.80094E-27,     6.23261E-29,     3.61178E-30
    9.97120E-01,     1.80057E-27,     4.86589E-29,     6.66617E-30
    9.97130E-01,     1.80022E-27,     7.37419E-29,     8.78435E-30
    9.97140E-01,     1.79987E-27,     6.05719E-29,     5.63940E-30
    9.97150E-01,     1.79952E-27,     4.91240E-29,     1.14739E-29
    9.97160E-01,     1.79918E-27,     6.85177E-29,     2.02027E-31
    9.97170E-01,     1.79884E-27,     7.45683E-29,     6.35103E-30
    9.97180E-01,     1.79851E-27,     6.68199E-29,     1.17096E-29
    9.97190E-01,     1.79818E-27,     6.67330E-29,     2.75628E-30
    9.97200E-01,     1.79786E-27,     7.52937E-29,     6.59006E-30
    9.97210E-01,     1.79754E-27,     5.93190E-29,     7.17238E-30
    9.97220E-01,     1.79723E-27,     6.38219E-29,     1.12763E-29
    9.97230E-01,     1.79693E-27,     6.05738E-29,     7.44130E-31
    9.97240E-01,     1.79662E-27,     5.15353E-29,     8.60146E-32
    9.97250E-01,     1.79633E-27,     6.36407E-29,     1.02099E-29
    9.97260E-01,     1.79603E-27,     4.63157E-29,     8.22117E-30
    9.97270E-01,     1.79575E-27,     6.15921E-29,     5.28148E-31
    9.97280E-01,     1.79546E-27,     4.92767E-29,     6.01603E-30
    9.97290E-01,     1.79518E-27,     5.60450E-29,     6.58967E-30
    9.97300E-01,     1.79491E-27,     6.89510E-29,     7.32655E-30
    9.97310E-01,     1.79464E-27,     5.71196E-29,     2.30149E-30
    9.97320E-01,     1.79437E-27,     5.32558E-29,     1.14554E-29
    9.97330E-01,     1.79411E-27,     6.78283E-29,     1.13316E-29
    9.97340E-01,     1.79385E-27,     5.68811E-29,     3.90885E-30
    9.97350E-01,     1.79360E-27,     6.30038E-29,     1.10149E-29
    9.97360E-01,     1.79335E-27,     6.69541E-29,     1.13520E-29
    9.97370E-01,     1.79310E-27,     4.95556E-29,     2.99742E-30
    9.97380E-01,     1.79286E-27,     5.13563E-29,     8.80504E-30
    9.97390E-01,     1.79262E-27,     6.07799E-29,     5.32303E-30
    9.97400E-01,     1.79239E-27,     4.16933E-29,     9.79683E-30
    9.97410E-01,     1.79216E-27,     5.98259E-29,     7.01165E-30
    9.97420E-01,     1.79193E-27,     3.54698E-29,     1.14217E-29
    9.97430E-01,     1.79171E-27,     5.63208E-29,     1.55403E-30
    9.97440E-01,     1.79149E-27,     4.45185E-29,     4.80792E-30
    9.97450E-01,     1.79128E-27,     4.66564E-29,     1.73474E-30
    9.97460E-01,     1.79107E-27,     5.91135E-29,     4.92887E-30
    9.97470E-01,     1.79086E-27,     5.67755E-29,     7.97848E-31
    9.97480E-01,     1.79066E-27,     6.67614E-29,     1.47035E-30
    9.97490E-01,     1.79046E-27,     5.65723E-29,     5.44953E-30
    9.97500E-01,     1.79026E-27,     6.39968E-29,     6.97736E-31
    9.97510E-01,     1.79007E-27,     5.37623E-29,     2.11901E-30
    9.97520E-01,     1.78988E-27,     5.16625E-29,     9.13388E-31
    9.97530E-01,     1.78969E-27,     4.68425E-29,     5.28006E-31
    9.97540E-01,     1.78951E-27,     4.87349E-29,     2.48386E-30
    9.97550E-01,     1.78933E-27,     5.50988E-29,     5.30728E-30
    9.97560E-01,     1.78916E-27,     4.11795E-29,     2.39124E-30
    9.97570E-01,     1.78898E-27,     6.16980E-29,     4.71246E-30
    9.97580E-01,     1.78881E-27,     3.91962E-29,     5.18129E-30
    9.97590E-01,     1.78865E-27,     6.39683E-29,     4.05127E-30
    9.97600E-01,     1.78848E-27,     4.35418E-29,     2.56046E-30
    9.97610E-01,     1.78832E-27,     4.19126E-29,     1.15252E-30
    9.97620E-01,     1.78817E-27,     4.70286E-29,     3.17655E-30
    9.97630E-01,     1.78801E-27,     4.68680E-29,     5.76087E-31
    9.97640E-01,     1.78786E-27,     6.89280E-29,     5.05858E-30
    9.97650E-01,     1.78771E-27,     5.60862E-29,     5.29892E-30
    9.97660E-01,     1.78757E-27,     5.17141E-29,     6.27428E-31
    9.97670E-01,     1.78742E-27,     6.24595E-29,     1.62701E-30
    9.97680E-01,     1.78728E-27,     5.59608E-29,     5.40483E-30
    9.97690E-01,     1.78715E-27,     5.07992E-29,     3.58916E-30
    9.97700E-01,     1.78701E-27,     4.20261E-29,     3.70843E-30
    9.97710E-01,     1.78688E-27,     5.35491E-29,     5.65488E-31
    9.97720E-01,     1.78675E-27,     3.77236E-29,     3.90936E-31
